Date,Asset,Price
2023-10-23,GTCo,33.62904716946601
2023-10-24,GTCo,35.029432354825545
2023-10-25,GTCo,36.259320860419
2023-10-26,GTCo,37.14093941818996
2023-10-27,GTCo,36.790938763599705
2023-10-30,GTCo,37.82620763407251
2023-10-31,GTCo,36.880431465976805
2023-11-01,GTCo,36.63231934435788
2023-11-02,GTCo,36.07389289861664
2023-11-03,GTCo,36.22903525617044
2023-11-06,GTCo,39.31126213711467
2023-11-07,GTCo,36.90220026034784
2023-11-08,GTCo,37.84514288361096
2023-11-09,GTCo,35.84062698603523
2023-11-10,GTCo,35.310697677458755
2023-11-13,GTCo,36.72175463839525
2023-11-14,GTCo,36.85720901481984
2023-11-15,GTCo,35.55801801558807
2023-11-16,GTCo,34.73811563300499
2023-11-17,GTCo,35.61753792072018
2023-11-20,GTCo,34.778108340664694
2023-11-21,GTCo,35.09092296345693
2023-11-22,GTCo,35.19754009420203
2023-11-23,GTCo,34.461927194707734
2023-11-24,GTCo,37.17329489700384
2023-11-27,GTCo,38.05409281615074
2023-11-28,GTCo,35.527208368915176
2023-11-29,GTCo,35.809515682533984
2023-11-30,GTCo,35.04874132897292
2023-12-01,GTCo,36.151864705551525
2023-12-04,GTCo,35.223907969468975
2023-12-05,GTCo,35.135239469632005
2023-12-06,GTCo,35.80743500725914
2023-12-07,GTCo,36.95148885175918
2023-12-08,GTCo,35.497929375690475
2023-12-11,GTCo,35.139989273146945
2023-12-12,GTCo,34.61680500116639
2023-12-13,GTCo,33.89129904872856
2023-12-14,GTCo,36.08150274990833
2023-12-15,GTCo,36.64461293869842
2023-12-18,GTCo,35.12930550253812
2023-12-19,GTCo,36.31719834503299
2023-12-20,GTCo,39.14497267999549
2023-12-21,GTCo,40.62966033407092
2023-12-22,GTCo,38.60230220632319
2023-12-25,GTCo,38.015332771436384
2023-12-26,GTCo,39.77898295709271
2023-12-27,GTCo,38.872033258217776
2023-12-28,GTCo,39.53185249183545
2023-12-29,GTCo,40.666313639330845
2024-01-01,GTCo,39.43839134491446
2024-01-02,GTCo,39.414436995832034
2024-01-03,GTCo,35.27898995541844
2024-01-04,GTCo,34.09840790759223
2024-01-05,GTCo,33.85053549862014
2024-01-08,GTCo,32.46549989948786
2024-01-09,GTCo,34.40460797211108
2024-01-10,GTCo,32.789080731302334
2024-01-11,GTCo,32.33997999837801
2024-01-12,GTCo,32.53409965791254
2024-01-15,GTCo,34.24974001662817
2024-01-16,GTCo,32.63501576338791
2024-01-17,GTCo,34.02652745774192
2024-01-18,GTCo,34.08814843396112
2024-01-19,GTCo,32.99640053828257
2024-01-22,GTCo,33.5777501610978
2024-01-23,GTCo,33.859350982779965
2024-01-24,GTCo,33.210777189428455
2024-01-25,GTCo,33.33965872093893
2024-01-26,GTCo,32.94543039338076
2024-01-29,GTCo,33.12341265271636
2024-01-30,GTCo,33.941410698562656
2024-01-31,GTCo,35.9109021213419
2024-02-01,GTCo,34.45346050109376
2024-02-02,GTCo,37.15011589902777
2024-02-05,GTCo,34.771156070537195
2024-02-06,GTCo,34.639135405226995
2024-02-07,GTCo,35.403907232599074
2024-02-08,GTCo,35.80231047076505
2024-02-09,GTCo,35.08917603332841
2024-02-12,GTCo,34.887783963520846
2024-02-13,GTCo,34.346861630003296
2024-02-14,GTCo,33.701618710841785
2024-02-15,GTCo,34.75893299624051
2024-02-16,GTCo,35.24278460213141
2024-02-19,GTCo,34.45687506026911
2024-02-20,GTCo,35.5994980674581
2024-02-21,GTCo,36.03293044047408
2024-02-22,GTCo,37.116108570435024
2024-02-23,GTCo,37.98990422676463
2024-02-26,GTCo,36.96802158422528
2024-02-27,GTCo,36.31023281700207
2024-02-28,GTCo,37.31687643692213
2024-02-29,GTCo,38.16992135212991
2024-03-01,GTCo,38.19781911549026
2024-03-04,GTCo,38.40924643318818
2024-03-05,GTCo,40.20614881466685
2024-03-06,GTCo,39.44781684899266
2024-03-07,GTCo,40.26121655664558
2024-03-08,GTCo,40.03836457987996
2024-03-11,GTCo,39.795385080146026
2024-03-12,GTCo,41.39974746949564
2024-03-13,GTCo,42.66280904195878
2024-03-14,GTCo,43.94627241434566
2024-03-15,GTCo,46.04656578466799
2024-03-18,GTCo,46.14717231565783
2024-03-19,GTCo,47.31928483817842
2024-03-20,GTCo,46.881492512494056
2024-03-21,GTCo,47.48002416478516
2024-03-22,GTCo,47.33522979955546
2024-03-25,GTCo,47.56371674219231
2024-03-26,GTCo,48.62536258214689
2024-03-27,GTCo,47.33506558950714
2024-03-28,GTCo,50.96813119151729
2024-03-29,GTCo,49.29388916866704
2024-04-01,GTCo,47.33202978451119
2024-04-02,GTCo,49.34156294521404
2024-04-03,GTCo,50.787492338537305
2024-04-04,GTCo,51.97322167868016
2024-04-05,GTCo,53.19442153355324
2024-04-08,GTCo,53.24926545898515
2024-04-09,GTCo,51.69452399238408
2024-04-10,GTCo,51.90592921464761
2024-04-11,GTCo,50.77613025598328
2024-04-12,GTCo,52.59735740801163
2024-04-15,GTCo,52.40623686415342
2024-04-16,GTCo,51.00275278699657
2024-04-17,GTCo,50.51141868738922
2024-04-18,GTCo,51.31386261572451
2024-04-19,GTCo,50.39462440854456
2024-04-22,GTCo,49.05058146284779
2024-04-23,GTCo,49.53848277570837
2024-04-24,GTCo,50.03345491094913
2024-04-25,GTCo,49.23391613989818
2024-04-26,GTCo,48.50745918704818
2024-04-29,GTCo,48.970209657464046
2024-04-30,GTCo,46.64172511027187
2024-05-01,GTCo,44.4865226543185
2024-05-02,GTCo,43.456016763015775
2024-05-03,GTCo,43.198633276516816
2024-05-06,GTCo,43.73005315279018
2024-05-07,GTCo,46.090490907908574
2024-05-08,GTCo,47.54975132584415
2024-05-09,GTCo,47.35583288675167
2024-05-10,GTCo,47.39354024352312
2024-05-13,GTCo,45.8422588791146
2024-05-14,GTCo,45.87956070855097
2024-05-15,GTCo,45.48913127191515
2024-05-16,GTCo,46.067575911142505
2024-05-17,GTCo,44.83115359463086
2024-05-20,GTCo,45.71158397811201
2024-05-21,GTCo,48.27486080353595
2024-05-22,GTCo,48.16331099758904
2024-05-23,GTCo,48.90943585628878
2024-05-24,GTCo,50.16594301963491
2024-05-27,GTCo,49.54543743291707
2024-05-28,GTCo,50.00430190440472
2024-05-29,GTCo,50.09895322341648
2024-05-30,GTCo,50.341966911576485
2024-05-31,GTCo,49.082942860192496
2024-06-03,GTCo,49.196159665575415
2024-06-04,GTCo,50.1252249049841
2024-06-05,GTCo,52.7865572780756
2024-06-06,GTCo,54.64987678769968
2024-06-07,GTCo,58.96844726265533
2024-06-10,GTCo,57.50495990216888
2024-06-11,GTCo,59.35575367132264
2024-06-12,GTCo,59.8209571256674
2024-06-13,GTCo,64.63010875707258
2024-06-14,GTCo,62.93675085585952
2024-06-17,GTCo,61.22107107660706
2024-06-18,GTCo,60.050100034341305
2024-06-19,GTCo,55.87113805318465
2024-06-20,GTCo,54.94249112345948
2024-06-21,GTCo,53.59417229854489
2024-06-24,GTCo,53.952594423251725
2024-06-25,GTCo,54.67471206069619
2024-06-26,GTCo,58.43174368252807
2024-06-27,GTCo,60.47579351653077
2024-06-28,GTCo,59.365315016717005
2024-07-01,GTCo,57.62968385307308
2024-07-02,GTCo,58.70564948461576
2024-07-03,GTCo,56.16248307786448
2024-07-04,GTCo,59.92883911248583
2024-07-05,GTCo,62.51936766403639
2024-07-08,GTCo,61.600856310627705
2024-07-09,GTCo,58.13547297286058
2024-07-10,GTCo,61.01611961082804
2024-07-11,GTCo,60.86293940950713
2024-07-12,GTCo,63.622395184889605
2024-07-15,GTCo,60.290744233257385
2024-07-16,GTCo,59.13760359305741
2024-07-17,GTCo,59.23445948513616
2024-07-18,GTCo,59.41733219796277
2024-07-19,GTCo,58.583170201149926
2024-07-22,GTCo,59.948266649941125
2024-07-23,GTCo,57.85542263685325
2024-07-24,GTCo,57.65453964635062
2024-07-25,GTCo,57.97962345505367
2024-07-26,GTCo,59.108222774333626
2024-07-29,GTCo,60.67185851461175
2024-07-30,GTCo,58.43818783197073
2024-07-31,GTCo,55.49385567383341
2024-08-01,GTCo,58.09005249125331
2024-08-02,GTCo,58.84829271799477
2024-08-05,GTCo,57.42530100346998
2024-08-06,GTCo,60.684125700818576
2024-08-07,GTCo,61.01652208099926
2024-08-08,GTCo,63.65375239254591
2024-08-09,GTCo,63.8957188146897
2024-08-12,GTCo,68.72447219395106
2024-08-13,GTCo,73.14011509612075
2024-08-14,GTCo,72.61750279015949
2024-08-15,GTCo,75.21288324775733
2024-08-16,GTCo,77.02557423229592
2024-08-19,GTCo,80.88358628630237
2024-08-20,GTCo,78.33811355291287
2024-08-21,GTCo,80.33926539557089
2024-08-22,GTCo,83.46139882028714
2024-08-23,GTCo,78.64188365227012
2024-08-26,GTCo,75.59296044348562
2024-08-27,GTCo,70.53896116066149
2024-08-28,GTCo,69.98534877500896
2024-08-29,GTCo,71.85147979646311
2024-08-30,GTCo,75.80071882645844
2024-09-02,GTCo,76.10619801985382
2024-09-03,GTCo,80.64128351101995
2024-09-04,GTCo,76.98799405663759
2024-09-05,GTCo,72.68155385995492
2024-09-06,GTCo,72.64741911981861
2024-09-09,GTCo,73.72775113758709
2024-09-10,GTCo,73.7514969251259
2024-09-11,GTCo,68.75338317050785
2024-09-12,GTCo,68.64120528827274
2024-09-13,GTCo,65.7034991258546
2024-09-16,GTCo,67.34367222129164
2024-09-17,GTCo,68.30378407463921
2024-09-18,GTCo,66.2116337335764
2024-09-19,GTCo,65.13793882329692
2024-09-20,GTCo,62.88223218830581
2024-09-23,GTCo,62.83717196949337
2024-09-24,GTCo,65.045964633477
2024-09-25,GTCo,62.95352523489208
2024-09-26,GTCo,64.15583966799143
2024-09-27,GTCo,63.07964961037761
2024-09-30,GTCo,61.45975279545615
2024-10-01,GTCo,61.32141133961081
2024-10-02,GTCo,59.24705554217931
2024-10-03,GTCo,58.20601654937683
2024-10-04,GTCo,55.921054063948176
2024-10-07,GTCo,59.947373160013726
2024-10-08,GTCo,60.10804057528227
2024-10-09,GTCo,58.75376274757614
2024-10-10,GTCo,59.27713758249602
2024-10-11,GTCo,59.13285434018486
2024-10-14,GTCo,58.76730087092343
2024-10-15,GTCo,60.11859876151969
2024-10-16,GTCo,61.80716035557542
2024-10-17,GTCo,60.76985576169956
2024-10-18,GTCo,59.65622097943007
2024-10-21,GTCo,59.17644519754288
2024-10-22,GTCo,54.71972755138944
2024-10-23,GTCo,51.996824380263135
2024-10-24,GTCo,54.59788674455864
2024-10-25,GTCo,57.88410029296182
2024-10-28,GTCo,57.47035452744462
2024-10-29,GTCo,58.71527128522804
2024-10-30,GTCo,59.43827885830581
2024-10-31,GTCo,66.22555567781421
2024-11-01,GTCo,68.94512091916107
2024-11-04,GTCo,68.74016692786509
2024-11-05,GTCo,66.59850461285667
2024-11-06,GTCo,63.08473226220785
2024-11-07,GTCo,63.62350135811878
2024-11-08,GTCo,62.06812789452576
2024-11-11,GTCo,59.16978056564713
2024-11-12,GTCo,57.94325050498276
2024-11-13,GTCo,55.89342567206303
2024-11-14,GTCo,59.34426679013213
2024-11-15,GTCo,61.27403933850612
2024-11-18,GTCo,61.34629720008028
2024-11-19,GTCo,64.66789385792839
2024-11-20,GTCo,64.9358718473045
2024-11-21,GTCo,63.11852397805558
2024-11-22,GTCo,66.63569330738416
2024-11-25,GTCo,67.990407982315
2024-11-26,GTCo,65.6858955913278
2024-11-27,GTCo,65.34914762606155
2024-11-28,GTCo,63.4886953776901
2024-11-29,GTCo,60.60680289336897
2024-12-02,GTCo,62.67426834423106
2024-12-03,GTCo,67.05819517651884
2024-12-04,GTCo,63.97931346160838
2024-12-05,GTCo,65.33446182506722
2024-12-06,GTCo,63.971123470704846
2024-12-09,GTCo,62.992096506879165
2024-12-10,GTCo,61.802235356358416
2024-12-11,GTCo,60.06695500486543
2024-12-12,GTCo,60.2556149261418
2024-12-13,GTCo,58.63083982534192
2024-12-16,GTCo,59.26898033353695
2024-12-17,GTCo,59.252043783016966
2024-12-18,GTCo,58.84908529692365
2024-12-19,GTCo,57.1104409654254
2024-12-20,GTCo,56.06201531546391
2024-12-23,GTCo,57.63241264244756
2024-12-24,GTCo,58.72673454221479
2024-12-25,GTCo,56.85366862344882
2024-12-26,GTCo,57.1327255397332
2024-12-27,GTCo,58.7249679476015
2024-12-30,GTCo,55.50540020652274
2024-12-31,GTCo,56.64256683705147
2025-01-01,GTCo,55.43758537684887
2025-01-02,GTCo,56.626777519953656
2025-01-03,GTCo,55.22922871843657
2025-01-06,GTCo,51.95686320767726
2025-01-07,GTCo,49.17963249439532
2025-01-08,GTCo,49.33335081913083
2025-01-09,GTCo,49.85175328657314
2025-01-10,GTCo,48.38437009484439
2025-01-13,GTCo,49.53882805838376
2025-01-14,GTCo,46.835679585459005
2025-01-15,GTCo,46.7966039711225
2025-01-16,GTCo,44.93907379488217
2025-01-17,GTCo,43.99950777944287
2025-01-20,GTCo,44.13598540380356
2025-01-21,GTCo,42.90205439770433
2025-01-22,GTCo,42.39586798192253
2025-01-23,GTCo,43.96397117571176
2025-01-24,GTCo,43.15670638185604
2025-01-27,GTCo,44.48920717788144
2025-01-28,GTCo,42.843791679930206
2025-01-29,GTCo,43.70102370695909
2025-01-30,GTCo,46.006006970805565
2025-01-31,GTCo,42.2917626316991
2025-02-03,GTCo,41.19996032970891
2025-02-04,GTCo,42.09318082893144
2025-02-05,GTCo,41.85895193272671
2025-02-06,GTCo,42.46242060519533
2025-02-07,GTCo,41.64361820904749
2025-02-10,GTCo,41.82954781701758
2025-02-11,GTCo,41.6651086190766
2025-02-12,GTCo,43.44860254474146
2025-02-13,GTCo,43.89710318000204
2025-02-14,GTCo,44.478234294641005
2025-02-17,GTCo,43.91186450480343
2025-02-18,GTCo,43.239108132031554
2025-02-19,GTCo,42.65793998277272
2025-02-20,GTCo,43.30788384849471
2025-02-21,GTCo,42.74292740287999
2025-02-24,GTCo,43.23707239613205
2025-02-25,GTCo,46.5282172920154
2025-02-26,GTCo,48.02373532863752
2025-02-27,GTCo,47.55345799496037
2025-02-28,GTCo,49.64647787026056
2025-03-03,GTCo,49.02075376774107
2025-03-04,GTCo,45.74507637224783
2025-03-05,GTCo,44.239234184534176
2025-03-06,GTCo,41.52310368614218
2025-03-07,GTCo,41.08018871220455
2025-03-10,GTCo,41.16625652171119
2025-03-11,GTCo,43.69164029768872
2025-03-12,GTCo,44.25368052569837
2025-03-13,GTCo,43.98295676193095
2025-03-14,GTCo,45.33109421389288
2025-03-17,GTCo,42.049157668721655
2025-03-18,GTCo,42.45554040757595
2025-03-19,GTCo,43.668201269530165
2025-03-20,GTCo,41.54789125116304
2025-03-21,GTCo,43.29031376349721
2025-03-24,GTCo,43.864770173654016
2025-03-25,GTCo,43.30109446543831
2025-03-26,GTCo,44.32534035610038
2025-03-27,GTCo,48.02316179434281
2025-03-28,GTCo,48.39707093435296
2025-03-31,GTCo,48.88614962414302
2025-04-01,GTCo,48.18431470465961
2025-04-02,GTCo,46.85435665366872
2025-04-03,GTCo,48.292062828127456
2025-04-04,GTCo,46.9489803906307
2025-04-07,GTCo,47.13405680697841
2025-04-08,GTCo,46.42793510972352
2025-04-09,GTCo,47.27356253276542
2025-04-10,GTCo,47.892853715762215
2025-04-11,GTCo,49.71807108612963
2025-04-14,GTCo,48.91836320789352
2025-04-15,GTCo,48.53364907431062
2025-04-16,GTCo,46.98372034596269
2025-04-17,GTCo,46.333379467675066
2025-04-18,GTCo,47.01137821792455
2025-04-21,GTCo,48.33092578252943
2025-04-22,GTCo,46.879308954544086
2025-04-23,GTCo,48.38356578674994
2025-04-24,GTCo,50.78410601043928
2025-04-25,GTCo,51.59178185574244
2025-04-28,GTCo,55.1381605236898
2025-04-29,GTCo,53.757734685016125
2025-04-30,GTCo,51.56376073066881
2025-05-01,GTCo,48.55256565643276
2025-05-02,GTCo,51.21000335263274
2025-05-05,GTCo,52.46054265417883
2025-05-06,GTCo,52.43583750152181
2025-05-07,GTCo,53.024022687883885
2025-05-08,GTCo,51.0704130008653
2025-05-09,GTCo,55.66755364567253
2025-05-12,GTCo,55.99874832464821
2025-05-13,GTCo,56.29323123287634
2025-05-14,GTCo,57.81073816012778
2025-05-15,GTCo,58.86782825160908
2025-05-16,GTCo,59.41260283165511
2025-05-19,GTCo,57.8916868061061
2025-05-20,GTCo,58.93077368226498
2025-05-21,GTCo,62.99303948729455
2025-05-22,GTCo,66.09502290933177
2025-05-23,GTCo,69.94764016068183
2025-05-26,GTCo,68.81968304183327
2025-05-27,GTCo,66.59689795091415
2025-05-28,GTCo,66.4038263545999
2025-05-29,GTCo,66.62901584483724
2025-05-30,GTCo,69.30417276036758
2025-06-02,GTCo,65.45229249082315
2025-06-03,GTCo,69.1148935928569
2025-06-04,GTCo,68.83763211885308
2025-06-05,GTCo,67.92575861237573
2025-06-06,GTCo,65.68062570881851
2025-06-09,GTCo,62.11101733178441
2025-06-10,GTCo,64.00097736378315
2025-06-11,GTCo,64.25717379761294
2025-06-12,GTCo,61.538021304461935
2025-06-13,GTCo,58.923485313778144
2025-06-16,GTCo,58.326742053493874
2025-06-17,GTCo,61.88894904455294
2025-06-18,GTCo,61.42410995107221
2025-06-19,GTCo,58.39195998094408
2025-06-20,GTCo,57.98119886863668
2025-06-23,GTCo,57.51953364422124
2025-06-24,GTCo,52.46472583452676
2025-06-25,GTCo,52.442362178731415
2025-06-26,GTCo,52.10017785494807
2025-06-27,GTCo,53.44988224372864
2025-06-30,GTCo,57.068912584210295
2025-07-01,GTCo,59.42684904606538
2025-07-02,GTCo,58.96150654677854
2025-07-03,GTCo,56.82646038064416
2025-07-04,GTCo,62.21619865228243
2025-07-07,GTCo,62.43474359784733
2025-07-08,GTCo,62.55582149773422
2025-07-09,GTCo,62.59455134018632
2025-07-10,GTCo,63.11737041187883
2025-07-11,GTCo,62.89390039931455
2025-07-14,GTCo,61.74595419967822
2025-07-15,GTCo,60.67527970994325
2025-07-16,GTCo,60.694698571787136
2025-07-17,GTCo,59.64934967362766
2025-07-18,GTCo,58.27890834046677
2025-07-21,GTCo,58.57936487218984
2025-07-22,GTCo,58.14867877361567
2025-07-23,GTCo,61.34823524784968
2025-07-24,GTCo,56.04605275830459
2025-07-25,GTCo,58.29088122372248
2025-07-28,GTCo,60.95118222459956
2025-07-29,GTCo,56.808832860168486
2025-07-30,GTCo,56.22005823105837
2025-07-31,GTCo,55.58198697674537
2025-08-01,GTCo,53.01358840546724
2025-08-04,GTCo,51.6791410702997
2025-08-05,GTCo,49.80080713930108
2025-08-06,GTCo,52.99494038175703
2025-08-07,GTCo,54.82078675018491
2025-08-08,GTCo,57.37332499498784
2025-08-11,GTCo,58.91159022982854
2025-08-12,GTCo,56.73405632496579
2025-08-13,GTCo,55.793453440841446
2025-08-14,GTCo,56.8301255268771
2025-08-15,GTCo,54.5533217558785
2025-08-18,GTCo,55.999147447592144
2025-08-19,GTCo,55.6156570209973
2025-08-20,GTCo,54.97800691681017
2025-08-21,GTCo,56.43110238394329
2025-08-22,GTCo,57.38985426776975
2025-08-25,GTCo,56.75910132718793
2025-08-26,GTCo,59.17137000398138
2025-08-27,GTCo,57.07905718734567
2025-08-28,GTCo,58.39511427245292
2025-08-29,GTCo,59.69427038379859
2025-09-01,GTCo,59.14346218604247
2025-09-02,GTCo,59.90262281202405
2025-09-03,GTCo,57.445005745048384
2025-09-04,GTCo,59.400187560114446
